usuario_id,usuario_nombre,usuario_edad,usuario_verificado,usuario_correos_asociados,usuario_fecha_registro,cuenta_origen_id,cuenta_origen_saldo,cuenta_origen_tipo,cuenta_origen_fecha_creacion,cuenta_origen_activa,cuenta_origen_nivel_riesgo,cuenta_destino_id,cuenta_destino_saldo,cuenta_destino_tipo,cuenta_destino_fecha_creacion,cuenta_destino_activa,cuenta_destino_nivel_riesgo,transaccion_id,transaccion_monto,transaccion_fecha,transaccion_minuto_dia,transaccion_tipo,transaccion_canal,transaccion_etiquetas_alerta,transaccion_es_sospechosa,transaccion_riesgo_score,dispositivo_id,dispositivo_tipo,dispositivo_ip,dispositivo_sistema_operativo,dispositivo_confiable,dispositivo_ultimo_uso,ubicacion_residencia_id,ubicacion_residencia_pais,ubicacion_residencia_ciudad,ubicacion_residencia_latitud,ubicacion_residencia_longitud,ubicacion_residencia_zona_riesgo,ubicacion_transaccion_id,ubicacion_transaccion_pais,ubicacion_transaccion_ciudad,ubicacion_transaccion_latitud,ubicacion_transaccion_longitud,ubicacion_transaccion_zona_riesgo,ubicacion_cuenta_id,ubicacion_cuenta_pais,ubicacion_cuenta_ciudad,ubicacion_cuenta_latitud,ubicacion_cuenta_longitud,ubicacion_cuenta_zona_riesgo,ubicacion_dispositivo_id,ubicacion_dispositivo_pais,ubicacion_dispositivo_ciudad,ubicacion_dispositivo_latitud,ubicacion_dispositivo_longitud,ubicacion_dispositivo_zona_riesgo
USU_0716,Pablo Lopez,54,true,pablo.lopez@correo.com|0716@banco-demo.com,2023-11-11,CTA_00176,32479.99,nomina,2021-08-22,true,medio,CTA_01617,47094.7,ahorro,2022-08-09,true,medio,TX_000716,2022.65,2026-03-13,663,retiro,pos,,false,6,DEV_0446,pos,10.191.62.115,Linux,false,2026-03-13,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_002,Guatemala,Quetzaltenango,14.87812,-91.53751,false,UBI_115,Honduras,Tegucigalpa,14.07712,-87.21268,true,UBI_089,Guatemala,Petén,16.87608,-89.88937,false
USU_0717,Andres Vasquez,26,false,andres.vasquez@correo.com|0717@banco-demo.com,2022-08-09,CTA_00181,7049.34,nomina,2023-07-28,true,bajo,CTA_01624,45840.03,empresarial,2022-12-15,true,medio,TX_000717,2349.77,2026-01-24,1301,transferencia,agencia,,false,36,DEV_0449,pos,10.194.83.128,Linux,true,2026-01-24,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_003,Guatemala,Escuintla,14.2913,-90.75061,false,UBI_006,El Salvador,San Salvador,13.69983,-89.17852,true,UBI_104,México,Tapachula,14.85794,-92.25393,true
USU_0718,Maria Vasquez,65,true,maria.vasquez@correo.com|0718@banco-demo.com,2023-05-03,CTA_00186,23814.15,ahorro,2023-12-14,true,medio,CTA_01631,5794.32,ahorro,2025-06-24,true,bajo,TX_000718,2524.62,2026-02-12,382,transferencia,cajero,,false,24,DEV_0452,pos,10.197.104.141,ATM-OS,true,2026-02-12,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_004,Guatemala,Cobán,15.47185,-90.32365,false,UBI_016,Guatemala,Cobán,15.43258,-90.37213,false,UBI_119,Colombia,Bogotá,4.69008,-74.11308,true
USU_0719,Elena Garcia,24,true,elena.garcia@correo.com|0719@banco-demo.com,2023-05-27,CTA_00191,27794.25,empresarial,2025-09-04,true,medio,CTA_01638,50006.34,monetaria,2025-01-03,true,bajo,TX_000719,2673.15,2026-04-14,282,deposito,web,,false,27,DEV_0455,pos,10.200.125.154,iOS,true,2026-04-14,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_005,Guatemala,Petén,16.93271,-89.84323,false,UBI_026,Guatemala,Quetzaltenango,14.89049,-91.5084,false,UBI_015,Guatemala,Escuintla,14.29164,-90.74338,false
USU_0720,Luis Garcia,26,true,luis.garcia@correo.com|0720@banco-demo.com,2022-05-18,CTA_00196,69174.89,ahorro,2023-09-27,true,bajo,CTA_01645,55172.54,empresarial,2023-02-19,true,bajo,TX_000720,32.93,2026-01-29,1183,pago_servicio,cajero,,false,9,DEV_0458,tablet,10.203.146.167,Android,true,2026-01-29,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_006,El Salvador,San Salvador,13.73543,-89.17835,true,UBI_036,Guatemala,Guatemala,14.6259,-90.46184,false,UBI_030,El Salvador,San Salvador,13.68884,-89.24707,true
USU_0721,Sofia Gomez,40,true,sofia.gomez@correo.com|0721@banco-demo.com,2025-07-07,CTA_00201,51354.29,monetaria,2023-10-17,true,medio,CTA_01652,34461.66,monetaria,2025-01-07,true,medio,TX_000721,281.68,2026-05-01,994,compra_online,web,,false,33,DEV_0461,cajero,10.206.167.180,POS-Embedded,true,2026-05-01,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_007,Honduras,Tegucigalpa,14.1157,-87.14968,true,UBI_046,Panamá,Ciudad de Panamá,9.01188,-79.53259,true,UBI_045,Costa Rica,San José,9.92625,-84.13481,true
USU_0722,Diego Reyes,38,true,diego.reyes@correo.com|0722@banco-demo.com,2021-02-01,CTA_00206,467.82,nomina,2021-07-11,true,bajo,CTA_01659,42039.66,monetaria,2023-07-11,true,bajo,TX_000722,509.25,2026-02-26,1345,deposito,web,,false,5,DEV_0464,pos,10.209.188.193,POS-Embedded,true,2026-02-26,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_008,México,Tapachula,14.86092,-92.25645,true,UBI_056,México,Tapachula,14.87556,-92.31012,true,UBI_060,Guatemala,Guatemala,14.59199,-90.51388,false
USU_0723,Ricardo Castillo,57,true,ricardo.castillo@correo.com|0723@banco-demo.com,2024-09-22,CTA_00211,41222.17,ahorro,2023-08-31,true,medio,CTA_01666,12131.08,empresarial,2022-04-20,true,bajo,TX_000723,1418.92,2026-02-14,670,deposito,web,,false,44,DEV_0467,telefono,10.212.209.206,iOS,true,2026-02-14,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_009,Costa Rica,San José,9.89125,-84.11499,true,UBI_066,El Salvador,San Salvador,13.73855,-89.1916,true,UBI_075,Guatemala,Escuintla,14.29634,-90.76173,false
USU_0724,Pablo Gomez,34,true,pablo.gomez@correo.com|0724@banco-demo.com,2024-09-04,CTA_00216,70516.59,ahorro,2022-02-19,true,medio,CTA_01673,55103.77,nomina,2025-09-01,true,bajo,TX_000724,4059.6,2026-01-24,144,deposito,cajero,,false,2,DEV_0470,cajero,10.215.230.219,POS-Embedded,true,2026-01-24,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_010,Panamá,Ciudad de Panamá,8.93927,-79.48066,true,UBI_076,Guatemala,Cobán,15.44213,-90.33264,false,UBI_090,El Salvador,San Salvador,13.72197,-89.23221,true
USU_0725,Camila Fuentes,58,true,camila.fuentes@correo.com|0725@banco-demo.com,2024-03-29,CTA_00221,23903.43,ahorro,2022-12-09,true,bajo,CTA_01680,19850.9,monetaria,2023-05-30,true,bajo,TX_000725,1243.08,2026-03-06,1117,transferencia,agencia,,false,27,DEV_0473,cajero,10.218.251.232,Windows,true,2026-03-06,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_011,Colombia,Bogotá,4.68052,-74.09174,true,UBI_086,Guatemala,Quetzaltenango,14.81979,-91.50048,false,UBI_105,Costa Rica,San José,9.91636,-84.04256,true
USU_0726,Paola Martinez,20,true,paola.martinez@correo.com|0726@banco-demo.com,2024-10-07,CTA_00226,56016.99,monetaria,2022-10-23,true,bajo,CTA_01687,36005.3,ahorro,2024-01-15,true,medio,TX_000726,3177.0,2026-01-24,805,retiro,pos,,false,23,DEV_0476,telefono,10.221.17.245,Android,true,2026-01-24,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_012,Guatemala,Guatemala,14.65782,-90.55593,false,UBI_096,Guatemala,Guatemala,14.5883,-90.46321,false,UBI_001,Guatemala,Antigua Guatemala,14.59883,-90.75144,false
USU_0727,Jorge Ramirez,32,true,jorge.ramirez@correo.com|0727@banco-demo.com,2020-08-20,CTA_00231,73601.38,empresarial,2023-06-25,true,bajo,CTA_01694,4989.47,ahorro,2022-01-26,true,bajo,TX_000727,2092.89,2026-03-29,1039,transferencia,pos,,false,24,DEV_0479,telefono,10.224.38.3,ATM-OS,true,2026-03-29,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_013,Guatemala,Antigua Guatemala,14.54751,-90.71523,false,UBI_106,Panamá,Ciudad de Panamá,8.95011,-79.50652,true,UBI_016,Guatemala,Cobán,15.46141,-90.3587,false
USU_0728,Luis Garcia,61,true,luis.garcia@correo.com|0728@banco-demo.com,2024-02-17,CTA_00236,35268.35,empresarial,2025-05-09,true,bajo,CTA_00001,16951.17,nomina,2025-08-03,true,bajo,TX_000728,625.84,2026-02-13,896,compra_online,cajero,,false,20,DEV_0482,cajero,10.227.59.16,ATM-OS,true,2026-02-13,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_014,Guatemala,Quetzaltenango,14.82356,-91.50855,false,UBI_116,México,Tapachula,14.87391,-92.22555,true,UBI_031,Honduras,Tegucigalpa,14.11896,-87.17663,true
USU_0729,Diego Morales,18,true,diego.morales@correo.com|0729@banco-demo.com,2021-09-16,CTA_00241,71791.27,monetaria,2025-08-10,false,medio,CTA_00008,20892.59,monetaria,2025-08-23,true,medio,TX_000729,876.86,2026-01-07,264,compra_online,pos,,false,29,DEV_0485,cajero,10.230.80.29,Android,true,2026-01-07,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_015,Guatemala,Escuintla,14.25597,-90.79573,false,UBI_007,Honduras,Tegucigalpa,14.11804,-87.1799,true,UBI_046,Panamá,Ciudad de Panamá,9.02938,-79.49261,true
USU_0730,Lucia Fuentes,39,true,lucia.fuentes@correo.com|0730@banco-demo.com,2022-06-21,CTA_00246,28971.54,monetaria,2022-07-09,true,bajo,CTA_00015,24453.42,nomina,2022-11-17,true,medio,TX_000730,2289.04,2026-04-25,1430,transferencia,app_movil,,false,18,DEV_0488,pos,10.233.101.42,Android,true,2026-04-25,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_016,Guatemala,Cobán,15.43823,-90.36626,false,UBI_017,Guatemala,Petén,16.89661,-89.8678,false,UBI_061,Guatemala,Antigua Guatemala,14.59953,-90.7153,false
USU_0731,Mateo Perez,31,true,mateo.perez@correo.com|0731@banco-demo.com,2025-09-03,CTA_00251,45665.05,empresarial,2021-08-12,true,medio,CTA_00022,41933.36,empresarial,2025-08-04,true,bajo,TX_000731,2905.68,2026-03-31,814,retiro,pos,,false,36,DEV_0491,telefono,10.236.122.55,Android,true,2026-03-31,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_017,Guatemala,Petén,16.95154,-89.84319,false,UBI_027,Guatemala,Escuintla,14.3051,-90.76556,false,UBI_076,Guatemala,Cobán,15.43333,-90.33182,false
USU_0732,Andres Reyes,52,true,andres.reyes@correo.com|0732@banco-demo.com,2025-11-10,CTA_00256,46610.82,ahorro,2025-07-26,true,bajo,CTA_00029,34360.93,ahorro,2024-01-31,true,bajo,TX_000732,1778.98,2026-03-05,938,pago_servicio,cajero,,false,24,DEV_0494,laptop,10.239.143.68,Windows,true,2026-03-05,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_018,El Salvador,San Salvador,13.66415,-89.23025,true,UBI_037,Guatemala,Antigua Guatemala,14.53411,-90.69402,false,UBI_091,Honduras,Tegucigalpa,14.04066,-87.23152,true
USU_0733,Luis Rodriguez,75,true,luis.rodriguez@correo.com|0733@banco-demo.com,2024-07-20,CTA_00261,30783.68,nomina,2025-12-11,true,medio,CTA_00036,8164.86,monetaria,2022-09-19,true,bajo,TX_000733,1503.01,2026-03-23,195,transferencia,app_movil,,false,4,DEV_0497,tablet,10.242.164.81,macOS,true,2026-03-23,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_019,Honduras,Tegucigalpa,14.09873,-87.188,true,UBI_047,Colombia,Bogotá,4.75235,-74.07106,true,UBI_106,Panamá,Ciudad de Panamá,8.9567,-79.55475,true
USU_0734,Elena Vasquez,18,true,elena.vasquez@correo.com|0734@banco-demo.com,2023-07-19,CTA_00266,11403.08,empresarial,2024-03-24,true,bajo,CTA_00043,11192.32,empresarial,2024-02-09,true,bajo,TX_000734,1516.69,2026-01-22,1152,compra_online,agencia,,false,35,DEV_0500,cajero,10.245.185.94,Android,true,2026-01-22,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_020,México,Tapachula,14.89512,-92.29031,true,UBI_057,Costa Rica,San José,9.96242,-84.09879,true,UBI_002,Guatemala,Quetzaltenango,14.88251,-91.56258,false
USU_0735,Ricardo Lopez,51,true,ricardo.lopez@correo.com|0735@banco-demo.com,2024-11-27,CTA_00271,41828.09,nomina,2024-11-30,true,bajo,CTA_00050,41183.73,monetaria,2025-05-30,true,medio,TX_000735,3133.17,2026-02-25,258,retiro,app_movil,,false,0,DEV_0503,telefono,10.248.206.107,Linux,true,2026-02-25,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_021,Costa Rica,San José,9.94814,-84.12388,true,UBI_067,Honduras,Tegucigalpa,14.087,-87.1813,true,UBI_017,Guatemala,Petén,16.92803,-89.93605,false
USU_0736,Gabriela Ramirez,33,true,gabriela.ramirez@correo.com|0736@banco-demo.com,2023-04-14,CTA_00276,61270.47,ahorro,2025-01-14,true,medio,CTA_00057,58745.37,ahorro,2022-11-01,true,bajo,TX_000736,1975.66,2026-04-01,1096,deposito,pos,,false,23,DEV_0506,pos,10.251.227.120,macOS,true,2026-04-01,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_022,Panamá,Ciudad de Panamá,9.00147,-79.53173,true,UBI_077,Guatemala,Petén,16.91368,-89.87192,false,UBI_032,México,Tapachula,14.93064,-92.23609,true
USU_0737,Mateo Martinez,60,true,mateo.martinez@correo.com|0737@banco-demo.com,2025-11-30,CTA_00281,4826.85,monetaria,2025-09-03,true,bajo,CTA_00064,29236.48,empresarial,2025-08-15,true,bajo,TX_000737,4048.48,2026-01-23,1042,deposito,cajero,,false,17,DEV_0509,laptop,10.254.248.133,ATM-OS,true,2026-01-23,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_023,Colombia,Bogotá,4.71612,-74.0606,true,UBI_087,Guatemala,Escuintla,14.30867,-90.77247,false,UBI_047,Colombia,Bogotá,4.74487,-74.09924,true
USU_0738,Ana Martinez,46,true,ana.martinez@correo.com|0738@banco-demo.com,2025-09-20,CTA_00286,68053.87,ahorro,2022-06-03,true,bajo,CTA_00071,6194.13,empresarial,2022-09-07,true,bajo,TX_000738,3873.94,2026-01-27,224,retiro,cajero,,false,4,DEV_0512,telefono,10.2.14.146,POS-Embedded,true,2026-01-27,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_024,Guatemala,Guatemala,14.68277,-90.5292,false,UBI_097,Guatemala,Antigua Guatemala,14.58004,-90.76897,false,UBI_062,Guatemala,Quetzaltenango,14.88734,-91.56744,false
USU_0739,Ana Morales,55,true,ana.morales@correo.com|0739@banco-demo.com,2021-04-18,CTA_00291,43027.8,ahorro,2025-08-27,true,medio,CTA_00078,41027.22,ahorro,2025-08-28,true,medio,TX_000739,3421.68,2026-02-14,1030,retiro,cajero,,false,5,DEV_0515,telefono,10.5.35.159,macOS,true,2026-02-14,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_025,Guatemala,Antigua Guatemala,14.58012,-90.72441,false,UBI_107,Colombia,Bogotá,4.75449,-74.0781,true,UBI_077,Guatemala,Petén,16.90796,-89.90301,false
USU_0740,Daniela Hernandez,28,true,daniela.hernandez@correo.com|0740@banco-demo.com,2025-04-02,CTA_00296,6584.67,ahorro,2021-07-28,true,bajo,CTA_00085,25187.97,monetaria,2023-10-20,true,bajo,TX_000740,3078.21,2026-01-04,1404,retiro,cajero,,false,4,DEV_0518,tablet,10.8.56.172,macOS,true,2026-01-04,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_026,Guatemala,Quetzaltenango,14.82847,-91.49629,false,UBI_117,Costa Rica,San José,9.95229,-84.05858,true,UBI_092,México,Tapachula,14.86229,-92.27469,true
USU_0741,Sofia Garcia,59,false,sofia.garcia@correo.com|0741@banco-demo.com,2022-09-21,CTA_00301,77228.45,nomina,2023-02-08,true,bajo,CTA_00092,41091.47,ahorro,2025-09-10,true,medio,TX_000741,2516.17,2026-04-13,754,retiro,agencia,,false,26,DEV_0521,pos,10.11.77.185,macOS,true,2026-04-13,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_027,Guatemala,Escuintla,14.29437,-90.79883,false,UBI_008,México,Tapachula,14.88592,-92.28471,true,UBI_107,Colombia,Bogotá,4.73731,-74.09663,true
USU_0742,Carlos Gomez,71,true,carlos.gomez@correo.com|0742@banco-demo.com,2025-03-02,CTA_00306,75272.98,empresarial,2023-07-18,true,bajo,CTA_00099,9078.33,monetaria,2024-12-25,true,medio,TX_000742,1560.18,2026-04-23,619,compra_online,agencia,,false,41,DEV_0524,cajero,10.14.98.198,Linux,true,2026-04-23,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_028,Guatemala,Cobán,15.5042,-90.41195,false,UBI_018,El Salvador,San Salvador,13.73977,-89.24263,true,UBI_003,Guatemala,Escuintla,14.33358,-90.76845,false
USU_0743,Maria Morales,36,true,maria.morales@correo.com|0743@banco-demo.com,2022-07-21,CTA_00311,77931.25,ahorro,2022-10-10,true,medio,CTA_00106,40002.63,empresarial,2025-02-03,true,bajo,TX_000743,4277.66,2026-03-29,1265,compra_online,agencia,,false,6,DEV_0527,laptop,10.17.119.211,iOS,true,2026-03-29,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_029,Guatemala,Petén,16.90003,-89.92074,false,UBI_028,Guatemala,Cobán,15.47677,-90.3403,false,UBI_018,El Salvador,San Salvador,13.73164,-89.19618,true
USU_0744,Andres Ramirez,47,true,andres.ramirez@correo.com|0744@banco-demo.com,2024-06-04,CTA_00316,56997.3,empresarial,2023-11-26,true,medio,CTA_00113,56564.48,empresarial,2025-06-24,true,medio,TX_000744,1188.12,2026-04-21,414,pago_servicio,app_movil,,false,2,DEV_0530,tablet,10.20.140.224,iOS,true,2026-04-21,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_030,El Salvador,San Salvador,13.68959,-89.19542,true,UBI_038,Guatemala,Quetzaltenango,14.89371,-91.52413,false,UBI_033,Costa Rica,San José,9.90496,-84.10762,true
USU_0745,Camila Martinez,57,true,camila.martinez@correo.com|0745@banco-demo.com,2025-06-24,CTA_00321,24577.32,monetaria,2024-12-25,true,bajo,CTA_00120,11121.89,nomina,2023-10-03,true,medio,TX_000745,1975.91,2026-02-13,1155,deposito,agencia,,false,30,DEV_0533,tablet,10.23.161.237,POS-Embedded,true,2026-02-13,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_031,Honduras,Tegucigalpa,14.05086,-87.23989,true,UBI_048,Guatemala,Guatemala,14.65467,-90.55611,false,UBI_048,Guatemala,Guatemala,14.6181,-90.47302,false
USU_0746,Diego Lopez,70,true,diego.lopez@correo.com|0746@banco-demo.com,2023-05-19,CTA_00326,79815.93,empresarial,2024-06-05,true,bajo,CTA_00127,35011.27,ahorro,2023-06-02,true,bajo,TX_000746,4230.98,2026-01-18,1179,retiro,cajero,,false,24,DEV_0536,laptop,10.26.182.250,macOS,true,2026-01-18,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_032,México,Tapachula,14.87956,-92.23571,true,UBI_058,Panamá,Ciudad de Panamá,8.99125,-79.55803,true,UBI_063,Guatemala,Escuintla,14.27316,-90.82275,false
USU_0747,Gabriela Hernandez,28,true,gabriela.hernandez@correo.com|0747@banco-demo.com,2025-05-03,CTA_00331,9707.76,empresarial,2022-02-27,true,medio,CTA_00134,26798.05,empresarial,2025-08-10,true,medio,TX_000747,3678.27,2026-04-26,616,deposito,web,,false,20,DEV_0539,laptop,10.29.203.8,Windows,true,2026-04-26,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_033,Costa Rica,San José,9.87991,-84.08728,true,UBI_068,México,Tapachula,14.92423,-92.3012,true,UBI_078,El Salvador,San Salvador,13.73691,-89.186,true
USU_0748,Mateo Lopez,68,true,mateo.lopez@correo.com|0748@banco-demo.com,2025-04-16,CTA_00336,59383.55,ahorro,2023-03-10,true,medio,CTA_00141,26682.57,nomina,2023-02-01,true,medio,TX_000748,3674.09,2026-01-25,1347,pago_servicio,agencia,,false,17,DEV_0542,cajero,10.32.224.21,macOS,true,2026-01-25,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_034,Panamá,Ciudad de Panamá,8.99668,-79.55354,true,UBI_078,El Salvador,San Salvador,13.70771,-89.18661,true,UBI_093,Costa Rica,San José,9.88063,-84.0878,true
USU_0749,Luis Fuentes,38,true,luis.fuentes@correo.com|0749@banco-demo.com,2021-08-22,CTA_00341,52697.0,monetaria,2022-06-13,true,medio,CTA_00148,55246.49,nomina,2025-11-26,true,bajo,TX_000749,3075.22,2026-03-31,832,pago_servicio,agencia,,false,12,DEV_0545,laptop,10.35.245.34,ATM-OS,true,2026-03-31,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_035,Colombia,Bogotá,4.69671,-74.10685,true,UBI_088,Guatemala,Cobán,15.46473,-90.3671,false,UBI_108,Guatemala,Guatemala,14.58736,-90.46329,false
USU_0750,Pablo Perez,49,true,pablo.perez@correo.com|0750@banco-demo.com,2024-08-25,CTA_00346,72683.81,ahorro,2022-10-05,true,bajo,CTA_00155,22685.01,empresarial,2022-03-17,true,bajo,TX_000750,593.55,2026-03-30,633,deposito,agencia,,false,11,DEV_0548,laptop,10.38.11.47,Linux,true,2026-03-30,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_036,Guatemala,Guatemala,14.66408,-90.47998,false,UBI_098,Guatemala,Quetzaltenango,14.82386,-91.5407,false,UBI_004,Guatemala,Cobán,15.50141,-90.35139,false
USU_0751,Andres Castillo,62,true,andres.castillo@correo.com|0751@banco-demo.com,2023-12-12,CTA_00351,71500.36,ahorro,2022-04-12,false,bajo,CTA_00162,21815.43,nomina,2022-09-11,true,medio,TX_000751,3494.53,2026-03-29,360,compra_online,web,,false,1,DEV_0551,laptop,10.41.32.60,POS-Embedded,true,2026-03-29,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_037,Guatemala,Antigua Guatemala,14.52992,-90.76044,false,UBI_108,Guatemala,Guatemala,14.6018,-90.49291,false,UBI_019,Honduras,Tegucigalpa,14.09939,-87.19783,true
USU_0752,Maria Fuentes,28,true,maria.fuentes@correo.com|0752@banco-demo.com,2025-08-24,CTA_00356,16072.27,monetaria,2022-11-20,true,bajo,CTA_00169,29483.53,ahorro,2025-06-07,true,medio,TX_000752,1606.09,2026-02-28,264,retiro,agencia,,false,14,DEV_0554,tablet,10.44.53.73,ATM-OS,true,2026-02-28,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_038,Guatemala,Quetzaltenango,14.80666,-91.56176,false,UBI_118,Panamá,Ciudad de Panamá,8.99311,-79.49111,true,UBI_034,Panamá,Ciudad de Panamá,8.94448,-79.51933,true
USU_0753,Mateo Morales,46,true,mateo.morales@correo.com|0753@banco-demo.com,2021-06-21,CTA_00361,10568.83,ahorro,2022-06-11,true,bajo,CTA_00176,57850.35,ahorro,2022-05-18,true,bajo,TX_000753,3807.04,2026-02-25,1133,compra_online,pos,,false,14,DEV_0557,laptop,10.47.74.86,ATM-OS,true,2026-02-25,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_039,Guatemala,Escuintla,14.3473,-90.7588,false,UBI_009,Costa Rica,San José,9.93151,-84.11487,true,UBI_049,Guatemala,Antigua Guatemala,14.54885,-90.76387,false
USU_0754,Elena Martinez,29,true,elena.martinez@correo.com|0754@banco-demo.com,2021-11-24,CTA_00366,49472.8,empresarial,2021-05-27,true,medio,CTA_00183,39365.38,nomina,2024-07-01,true,bajo,TX_000754,2297.45,2026-03-27,1299,compra_online,cajero,,false,6,DEV_0560,cajero,10.50.95.99,POS-Embedded,true,2026-03-27,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_040,Guatemala,Cobán,15.51988,-90.35767,false,UBI_019,Honduras,Tegucigalpa,14.04071,-87.16867,true,UBI_064,Guatemala,Cobán,15.45617,-90.41508,false
USU_0755,Mateo Perez,38,true,mateo.perez@correo.com|0755@banco-demo.com,2025-05-02,CTA_00371,71089.44,monetaria,2024-08-26,true,medio,CTA_00190,23122.01,nomina,2025-08-11,true,medio,TX_000755,3598.35,2026-01-01,136,transferencia,pos,,false,41,DEV_0563,pos,10.53.116.112,POS-Embedded,true,2026-01-01,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_041,Guatemala,Petén,16.91056,-89.91127,false,UBI_029,Guatemala,Petén,16.94768,-89.84782,false,UBI_079,Honduras,Tegucigalpa,14.09952,-87.17678,true
USU_0756,Camila Vasquez,45,true,camila.vasquez@correo.com|0756@banco-demo.com,2023-04-02,CTA_00376,21486.68,monetaria,2025-09-21,true,medio,CTA_00197,55098.72,empresarial,2022-03-28,true,medio,TX_000756,1304.97,2026-02-16,817,compra_online,agencia,,false,14,DEV_0566,tablet,10.56.137.125,Android,false,2026-02-16,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_042,El Salvador,San Salvador,13.67474,-89.21133,true,UBI_039,Guatemala,Escuintla,14.33493,-90.74132,false,UBI_094,Panamá,Ciudad de Panamá,8.99837,-79.53307,true
USU_0757,Mateo Rodriguez,18,false,mateo.rodriguez@correo.com|0757@banco-demo.com,2021-05-29,CTA_00381,69363.49,nomina,2024-12-09,true,medio,CTA_00204,43737.85,monetaria,2022-08-07,true,bajo,TX_000757,2571.7,2026-01-08,1373,compra_online,agencia,,false,5,DEV_0569,telefono,10.59.158.138,iOS,true,2026-01-08,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_043,Honduras,Tegucigalpa,14.07002,-87.24205,true,UBI_049,Guatemala,Antigua Guatemala,14.52231,-90.75854,false,UBI_109,Guatemala,Antigua Guatemala,14.55206,-90.76807,false
USU_0758,Daniela Diaz,46,true,daniela.diaz@correo.com|0758@banco-demo.com,2024-09-17,CTA_00386,54028.51,monetaria,2025-07-24,true,medio,CTA_00211,20347.13,nomina,2022-12-09,true,medio,TX_000758,2580.65,2026-01-22,880,retiro,agencia,,false,39,DEV_0572,cajero,10.62.179.151,Windows,false,2026-01-22,UBI_GT_000,Guatemala,Guatemala,14.6349,-90.5069,false,UBI_044,México,Tapachula,14.89824,-92.22408,true,UBI_059,Colombia,Bogotá,4.68413,-74.04231,true,UBI_005,Guatemala,Petén,16.96051,-89.92426,false
